Sucursal;Cantidad de Préstamos;Valor (RD$);Mes;Año
Río San Juan;1,613;1,339,993,305;Marzo;2023
Villa Riva;1,343;850,252,072;Marzo;2023
San Fco. Macorís;984;1,834,304,996;Marzo;2023
Santiago;612;1,557,194,493;Marzo;2023
Moca;809;1,450,077,243;Marzo;2023
San Jose De Las Matas;762;836,698,414;Marzo;2023
Constanza;1,225;2,514,219,195;Marzo;2023
La Vega;1,283;2,980,371,395;Marzo;2023
Santiago Rodríguez;1,585;1,053,651,278;Marzo;2023
Montecristy;1,191;1,088,353,831;Marzo;2023
Puerto Plata;1,921;955,170,328;Marzo;2023
Valverde-Mao;924;2,372,819,106;Marzo;2023
Dajabón;1,159;928,170,376;Marzo;2023
San José De Ocoa;1,517;3,630,362,171;Marzo;2023
Bonao;779;867,752,008;Marzo;2023
San Cristóbal;1,030;1,162,079,029;Marzo;2023
Salcedo;528;622,946,510;Marzo;2023
Cotuí;1,331;1,725,598,166;Marzo;2023
Santo Domingo;1,952;2,704,665,881;Abril;2023
El Seibo;1,728;1,002,390,274;Abril;2023
Higuey;1,277;1,546,423,975;Abril;2023
Hato Mayor;1,773;2,037,897,237;Abril;2023
Monte Plata;2,560;4,075,369,709;Abril;2023
Azua;2,006;1,267,106,581;Abril;2023
Baní;1,105;1,928,254,613;Abril;2023
Neyba;1,917;920,011,515;Abril;2023
Barahona;2,036;1,344,996,289;Abril;2023
San Juan De La Maguana;3,684;2,896,663,671;Abril;2023
Comendador;1,824;732,665,245;Abril;2023
Nagua;1,568;1,428,077,681;Abril;2023
Arenoso;906;818,710,689;Abril;2023
Samaná;957;421,078,325;Abril;2023
Río San Juan;1,610;1,339,734,307;Abril;2023
Villa Riva;1,216;810,586,674;Abril;2023
San Fco. Macorís;958;1,872,474,251;Abril;2023
Santiago;615;1,722,888,768;Abril;2023
Moca;823;1,467,557,639;Abril;2023
San Jose De Las Matas;768;831,274,817;Abril;2023
Constanza;1,257;2,563,295,103;Abril;2023
La Vega;1,209;3,174,598,322;Abril;2023
Santiago Rodríguez;1,585;1,040,880,342;Abril;2023
Montecristy;1,121;1,101,035,761;Abril;2023
Puerto Plata;1,911;967,720,764;Abril;2023
Valverde-Mao;907;2,408,226,959;Abril;2023
Dajabón;1,163;925,110,438;Abril;2023
San José De Ocoa;1,504;3,635,738,306;Abril;2023
Bonao;794;940,934,134;Abril;2023
San Cristóbal;1,050;1,140,763,905;Abril;2023
Salcedo;488;607,067,409;Abril;2023
Cotuí;1,327;1,695,358,591;Abril;2023
Santo Domingo;1,955;2,701,019,978;Mayo;2023
El Seibo;1,740;1,010,487,491;Mayo;2023
Higuey;1,245;1,551,560,542;Mayo;2023
Hato Mayor;1,861;2,092,944,890;Mayo;2023
Monte Plata;2,598;4,151,814,124;Mayo;2023
Azua;2,008;1,246,584,541;Mayo;2023
Baní;1,110;1,935,712,821;Mayo;2023
Neyba;1,945;940,273,699;Mayo;2023
Barahona;2,062;1,361,823,312;Mayo;2023
San Juan De La Maguana;3,683;2,856,462,606;Mayo;2023
Comendador;1,851;746,084,010;Mayo;2023
Nagua;1,453;1,391,996,692;Mayo;2023
Arenoso;769;715,876,419;Mayo;2023
Samaná;983;424,525,505;Mayo;2023
Río San Juan;1,597;1,335,006,907;Mayo;2023
Villa Riva;1,168;774,191,202;Mayo;2023
San Fco. Macorís;895;1,920,148,526;Mayo;2023
Santiago;621;1,779,666,134;Mayo;2023
Moca;823;1,481,484,631;Mayo;2023
San Jose De Las Matas;773;821,252,208;Mayo;2023
Constanza;1,295;2,631,005,994;Mayo;2023
La Vega;1,039;3,528,616,803;Mayo;2023
Santiago Rodríguez;1,612;1,054,378,195;Mayo;2023
Montecristy;1,269;1,181,973,331;Mayo;2023
Puerto Plata;1,924;980,222,148;Mayo;2023
Valverde-Mao;894;2,467,987,633;Mayo;2023
Dajabón;1,163;920,045,345;Mayo;2023
San José De Ocoa;1,491;3,638,426,223;Mayo;2023
Bonao;756;1,035,503,570;Mayo;2023
San Cristóbal;1,056;1,146,309,115;Mayo;2023
Salcedo;483;623,974,310;Mayo;2023
Cotuí;1,207;1,697,417,061;Mayo;2023
Santo Domingo;1,954;2,875,372,158;Junio;2023
El Seibo;1,741;997,139,387;Junio;2023
Higuey;1,229;1,568,729,880;Junio;2023
Hato Mayor;1,907;2,088,665,287;Junio;2023
Monte Plata;2,626;4,190,408,842;Junio;2023
Azua;2,018;1,257,731,636;Junio;2023
Baní;1,115;1,914,149,705;Junio;2023
Neyba;1,966;947,355,040;Junio;2023
Barahona;2,106;1,396,470,340;Junio;2023
San Juan De La Maguana;3,862;3,042,223,699;Junio;2023
Comendador;1,858;758,898,370;Junio;2023
Nagua;1,628;1,452,575,379;Junio;2023
Arenoso;886;814,693,842;Junio;2023
Samaná;1,017;435,962,213;Junio;2023
Río San Juan;1,630;1,349,034,829;Junio;2023
Villa Riva;1,273;799,557,623;Junio;2023
San Fco. Macorís;931;1,948,389,270;Junio;2023
Santiago;626;1,825,986,169;Junio;2023
Moca;810;1,486,874,825;Junio;2023
San Jose De Las Matas;777;947,995,045;Junio;2023
Constanza;1,328;2,670,623,497;Junio;2023
La Vega;1,177;3,706,147,797;Junio;2023
Santiago Rodríguez;1,612;1,055,788,953;Junio;2023
Montecristy;1,344;1,222,326,753;Junio;2023
Puerto Plata;1,911;981,749,325;Junio;2023
Valverde-Mao;959;2,525,674,275;Junio;2023
Dajabón;1,196;932,045,470;Junio;2023
San José De Ocoa;1,513;3,676,969,808;Junio;2023
Bonao;760;1,075,060,035;Junio;2023
San Cristóbal;1,027;1,137,308,993;Junio;2023
Salcedo;505;618,359,184;Junio;2023
Cotuí;1,161;1,722,057,733;Junio;2023
Santo Domingo;1,963;2,917,791,273;Julio;2023
El Seibo;1,750;1,018,998,954;Julio;2023
Higuey;1,232;1,571,105,008;Julio;2023
Hato Mayor;1,920;2,107,621,964;Julio;2023
Monte Plata;2,676;4,240,102,087;Julio;2023
Azua;2,015;1,279,655,319;Julio;2023
Baní;1,124;1,897,991,470;Julio;2023
Neyba;1,995;960,629,972;Julio;2023
Barahona;2,141;1,412,718,036;Julio;2023
San Juan De La Maguana;3,993;3,137,648,262;Julio;2023
Comendador;1,871;766,621,902;Julio;2023
Nagua;1,726;1,535,597,073;Julio;2023
Arenoso;956;888,739,704;Julio;2023
Samaná;1,041;457,593,412;Julio;2023
Río San Juan;1,645;1,365,661,464;Julio;2023
Villa Riva;1,294;801,286,762;Julio;2023
San Fco. Macorís;966;1,955,870,948;Julio;2023
Santiago;634;1,824,760,182;Julio;2023
Moca;792;1,483,048,707;Julio;2023
San Jose De Las Matas;775;941,212,194;Julio;2023
Constanza;1,374;2,757,665,646;Julio;2023
La Vega;1,185;3,576,021,518;Julio;2023
Santiago Rodríguez;1,602;1,053,600,427;Julio;2023
Montecristy;1,349;1,257,637,803;Julio;2023
Puerto Plata;1,918;995,273,924;Julio;2023
Valverde-Mao;984;2,443,665,449;Julio;2023
Dajabón;1,221;955,083,278;Julio;2023
San José De Ocoa;1,530;3,715,253,046;Julio;2023
Bonao;793;1,090,069,281;Julio;2023
San Cristóbal;1,035;1,140,165,792;Julio;2023
Salcedo;497;637,173,798;Julio;2023
Cotuí;1,272;1,770,155,647;Julio;2023
Santo Domingo;1,967;2,865,648,091;Agosto;2023
El Seibo;1,749;1,012,917,514;Agosto;2023
Higuey;1,227;1,559,965,939;Agosto;2023
Hato Mayor;1,951;2,119,191,367;Agosto;2023
Monte Plata;2,707;4,373,598,270;Agosto;2023
Azua;2,041;1,270,580,022;Agosto;2023
Baní;1,147;1,914,509,837;Agosto;2023
Neyba;2,000;975,801,827;Agosto;2023
Barahona;2,165;1,441,251,034;Agosto;2023
San Juan De La Maguana;4,062;3,232,634,835;Agosto;2023
Comendador;1,874;786,486,939;Agosto;2023
Nagua;1,770;1,563,292,637;Agosto;2023
Arenoso;913;885,318,488;Agosto;2023
Samaná;1,034;459,322,047;Agosto;2023
Río San Juan;1,652;1,378,080,386;Agosto;2023
Villa Riva;1,268;801,757,285;Agosto;2023
San Fco. Macorís;978;2,025,862,689;Agosto;2023
Santiago;619;1,949,615,183;Agosto;2023
Moca;784;1,479,796,964;Agosto;2023
San Jose De Las Matas;771;934,119,160;Agosto;2023
Constanza;1,392;2,780,528,982;Agosto;2023
La Vega;1,170;3,481,244,893;Agosto;2023
Santiago Rodríguez;1,601;1,045,654,964;Agosto;2023
Montecristy;1,228;1,318,384,982;Agosto;2023
Puerto Plata;1,898;993,281,252;Agosto;2023
Valverde-Mao;979;2,509,022,884;Agosto;2023
Dajabón;1,216;961,190,298;Agosto;2023
San José De Ocoa;1,533;3,723,288,934;Agosto;2023
Bonao;800;1,095,845,971;Agosto;2023
San Cristóbal;1,039;1,149,960,429;Agosto;2023
Salcedo;489;624,244,755;Agosto;2023
Cotuí;1,312;1,736,057,061;Agosto;2023
Santo Domingo;1,984;2,885,085,773;Septiembre;2023
El Seibo;1,742;1,018,507,706;Septiembre;2023
Higuey;1,224;1,572,395,812;Septiembre;2023
Hato Mayor;1,984;2,171,906,650;Septiembre;2023
Monte Plata;2,748;4,438,613,256;Septiembre;2023
Azua;2,034;1,265,907,476;Septiembre;2023
Baní;1,122;1,773,473,940;Septiembre;2023
Neyba;1,994;983,415,537;Septiembre;2023
Barahona;2,161;1,432,138,033;Septiembre;2023
San Juan De La Maguana;4,102;3,271,944,221;Septiembre;2023
Comendador;1,906;808,650,650;Septiembre;2023
Nagua;1,796;1,577,769,235;Septiembre;2023
Arenoso;885;869,440,452;Septiembre;2023
Samaná;1,031;453,311,081;Septiembre;2023
Río San Juan;1,672;1,385,445,550;Septiembre;2023
Villa Riva;1,276;809,841,827;Septiembre;2023
San Fco. Macorís;957;1,730,940,640;Septiembre;2023
Santiago;621;1,909,060,701;Septiembre;2023
Moca;775;1,498,327,762;Septiembre;2023
San Jose De Las Matas;765;916,975,974;Septiembre;2023
Constanza;1,432;2,748,691,499;Septiembre;2023
La Vega;1,068;3,074,704,614;Septiembre;2023
Santiago Rodríguez;1,619;1,071,348,116;Septiembre;2023
Montecristy;1,235;1,310,979,438;Septiembre;2023
Puerto Plata;1,888;976,276,613;Septiembre;2023
Valverde-Mao;927;2,533,703,378;Septiembre;2023
Dajabón;1,225;967,257,550;Septiembre;2023
San José De Ocoa;1,534;3,717,827,644;Septiembre;2023
Bonao;787;1,020,013,715;Septiembre;2023
San Cristóbal;1,029;1,039,526,863;Septiembre;2023
Salcedo;477;621,026,597;Septiembre;2023
Cotuí;1,322;1,646,914,158;Septiembre;2023
Santo Domingo;1,421;2,985,126,677;Octubre;2023
El Seibo;1,575;1,017,153,857;Octubre;2023
Higuey;1,169;1,580,998,967;Octubre;2023
Hato Mayor;1,688;2,198,142,243;Octubre;2023
Monte Plata;2,055;4,550,736,707;Octubre;2023
Azua;1,348;1,299,290,343;Octubre;2023
Baní;958;1,831,552,284;Octubre;2023
Neyba;1,641;1,007,341,276;Octubre;2023
Barahona;1,425;1,458,349,671;Octubre;2023
San Juan De La Maguana;2,531;3,320,960,398;Octubre;2023
Comendador;1,720;820,045,707;Octubre;2023
Nagua;1,630;1,579,154,743;Octubre;2023
Arenoso;760;835,761,121;Octubre;2023
Samaná;924;465,689,600;Octubre;2023
Río San Juan;1,501;1,391,365,284;Octubre;2023
Villa Riva;1,197;798,911,316;Octubre;2023
San Fco. Macorís;892;1,717,732,918;Octubre;2023
Santiago;594;1,889,359,594;Octubre;2023
Moca;713;1,519,572,910;Octubre;2023
San Jose De Las Matas;728;940,257,506;Octubre;2023
Constanza;1,267;2,730,257,594;Octubre;2023
La Vega;898;3,070,917,387;Octubre;2023
Santiago Rodríguez;1,498;1,097,359,055;Octubre;2023
Montecristy;1,067;1,307,831,798;Octubre;2023
Puerto Plata;1,651;987,189,038;Octubre;2023
Valverde-Mao;717;2,548,029,432;Octubre;2023
Dajabón;1,018;960,316,342;Octubre;2023
San José De Ocoa;1,354;3,742,284,925;Octubre;2023
Bonao;703;1,057,275,176;Octubre;2023
San Cristóbal;920;1,041,692,733;Octubre;2023
Salcedo;457;622,011,402;Octubre;2023
Cotuí;1,010;1,582,925,819;Octubre;2023
Santo Domingo;2,028;3,016,790,813;Noviembre;2023
El Seibo;1,755;1,007,286,486;Noviembre;2023
Higuey;1,262;1,571,218,734;Noviembre;2023
Hato Mayor;2,012;2,202,100,269;Noviembre;2023
Monte Plata;2,865;4,579,365,536;Noviembre;2023
Azua;2,050;1,338,484,152;Noviembre;2023
Baní;1,149;2,056,221,431;Noviembre;2023
Neyba;2,038;1,025,959,783;Noviembre;2023
Barahona;2,262;1,506,945,079;Noviembre;2023
San Juan De La Maguana;4,245;3,339,189,833;Noviembre;2023
Comendador;1,935;821,095,658;Noviembre;2023
Nagua;1,668;1,505,061,866;Noviembre;2023
Arenoso;852;834,886,874;Noviembre;2023
Samaná;1,055;469,297,816;Noviembre;2023
Río San Juan;1,658;1,374,210,572;Noviembre;2023
Villa Riva;1,276;796,354,664;Noviembre;2023
San Fco. Macorís;940;1,727,481,656;Noviembre;2023
Santiago;651;1,894,149,610;Noviembre;2023
Moca;809;1,538,689,904;Noviembre;2023
San Jose De Las Matas;781;931,829,895;Noviembre;2023
Constanza;1,464;2,790,443,588;Noviembre;2023
La Vega;1,099;3,057,139,509;Noviembre;2023
Santiago Rodríguez;1,642;1,097,246,999;Noviembre;2023
Montecristy;1,398;1,396,275,787;Noviembre;2023
Puerto Plata;1,898;992,170,552;Noviembre;2023
Valverde-Mao;931;2,498,014,204;Noviembre;2023
Dajabón;1,202;951,348,312;Noviembre;2023
San José De Ocoa;1,563;3,754,558,171;Noviembre;2023
Bonao;766;1,074,802,809;Noviembre;2023
San Cristóbal;1,057;1,039,336,042;Noviembre;2023
Salcedo;497;629,068,217;Noviembre;2023
Cotuí;1,179;1,543,105,908;Noviembre;2023
Santo Domingo;2,041;2,981,504,939;Diciembre ;2023
El Seibo;1,769;1,031,729,279;Diciembre ;2023
Higuey;1,271;1,578,022,093;Diciembre ;2023
Hato Mayor;2,053;2,212,277,608;Diciembre ;2023
Monte Plata;2,936;4,586,085,557;Diciembre ;2023
Azua;2,045;1,364,220,044;Diciembre ;2023
Baní;1,157;2,085,476,907;Diciembre ;2023
Neyba;2,025;1,032,741,838;Diciembre ;2023
Barahona;2,312;1,551,119,413;Diciembre ;2023
San Juan De La Maguana;4,287;3,395,766,968;Diciembre ;2023
Comendador;1,942;824,252,970;Diciembre ;2023
Nagua;1,757;1,406,800,350;Diciembre ;2023
Arenoso;1,060;968,093,166;Diciembre ;2023
Samaná;1,070;476,857,610;Diciembre ;2023
Río San Juan;1,685;1,372,275,568;Diciembre ;2023
Villa Riva;1,414;847,068,023;Diciembre ;2023
San Fco. Macorís;1,015;1,944,295,342;Diciembre ;2023
Santiago;659;1,892,190,785;Diciembre ;2023
Moca;814;1,537,226,390;Diciembre ;2023
San Jose De Las Matas;773;923,815,960;Diciembre ;2023
Constanza;1,455;2,840,429,781;Diciembre ;2023
La Vega;1,167;3,039,795,822;Diciembre ;2023
Santiago Rodríguez;1,658;1,110,800,711;Diciembre ;2023
Montecristy;1,494;1,423,055,350;Diciembre ;2023
Puerto Plata;1,918;1,000,216,535;Diciembre ;2023
Valverde-Mao;982;2,480,185,149;Diciembre ;2023
Dajabón;1,260;965,213,805;Diciembre ;2023
San José De Ocoa;1,555;3,777,255,590;Diciembre ;2023
Bonao;785;1,033,013,718;Diciembre ;2023
San Cristóbal;1,045;1,039,830,143;Diciembre ;2023
Salcedo;501;662,303,200;Diciembre ;2023
Cotuí;1,232;1,536,584,125;Diciembre ;2023
Santo Domingo;2,016;2,814,824,078;Enero;2024
El Seibo;1,771;1,037,002,981;Enero;2024
Higuey;1,269;1,570,918,426;Enero;2024
Hato Mayor;2,062;2,128,315,149;Enero;2024
Monte Plata;2,967;4,661,120,542;Enero;2024
Azua;2,040;1,320,000,562;Enero;2024
Baní;1,156;2,074,214,645;Enero;2024
Neyba;2,039;1,039,397,392;Enero;2024
Barahona;2,371;1,574,206,342;Enero;2024
San Juan De La Maguana;4,363;3,437,701,071;Enero;2024
Comendador;1,940;833,119,184;Enero;2024
Nagua;1,884;1,543,075,102;Enero;2024
Arenoso;1,125;1,054,504,696;Enero;2024
Samaná;1,058;477,881,248;Enero;2024
Río San Juan;1,696;1,410,546,274;Enero;2024
Villa Riva;1,486;889,262,086;Enero;2024
San Fco. Macorís;1,088;2,008,610,806;Enero;2024
Santiago;662;1,900,713,639;Enero;2024
Moca;820;1,543,959,207;Enero;2024
San Jose De Las Matas;760;922,821,409;Enero;2024
Constanza;1,474;3,023,133,936;Enero;2024
La Vega;1,211;2,999,857,926;Enero;2024
Santiago Rodríguez;1,681;1,138,265,662;Enero;2024
Montecristy;1,510;1,369,277,151;Enero;2024
Puerto Plata;1,886;991,397,531;Enero;2024
Valverde-Mao;1,023;2,407,868,470;Enero;2024
Dajabón;1,287;984,392,342;Enero;2024
San José De Ocoa;1,556;3,776,441,304;Enero;2024
Bonao;798;992,081,800;Enero;2024
San Cristóbal;1,029;1,037,136,065;Enero;2024
Salcedo;500;673,733,140;Enero;2024
Cotuí;1,278;1,490,180,349;Enero;2024
Santo Domingo;2,055;2,832,888,675;Febrero;2024
El Seibo;1,767;1,032,932,800;Febrero;2024
Higuey;1,274;1,544,733,500;Febrero;2024
Hato Mayor;2,073;2,159,522,794;Febrero;2024
Monte Plata;3,004;4,703,792,699;Febrero;2024
Azua;2,036;1,319,434,068;Febrero;2024
Baní;1,156;2,074,549,152;Febrero;2024
Neyba;2,052;1,053,995,430;Febrero;2024
Barahona;2,468;1,631,193,567;Febrero;2024
San Juan De La Maguana;4,371;3,423,865,536;Febrero;2024
Comendador;1,946;845,568,247;Febrero;2024
Nagua;1,924;1,580,924,943;Febrero;2024
Arenoso;1,145;1,077,108,525;Febrero;2024
Samaná;1,069;482,868,547;Febrero;2024
Río San Juan;1,711;1,419,763,079;Febrero;2024
Villa Riva;1,493;911,060,044;Febrero;2024
San Fco. Macorís;1,087;1,979,153,772;Febrero;2024
Santiago;683;1,895,727,188;Febrero;2024
Moca;813;1,544,880,406;Febrero;2024
San Jose De Las Matas;757;911,235,757;Febrero;2024
Constanza;1,484;3,175,437,440;Febrero;2024
La Vega;1,245;2,855,774,714;Febrero;2024
Santiago Rodríguez;1,677;1,141,567,868;Febrero;2024
Montecristy;1,489;1,353,813,040;Febrero;2024
Puerto Plata;1,900;989,551,001;Febrero;2024
Valverde-Mao;1,026;2,334,323,814;Febrero;2024
Dajabón;1,292;980,495,127;Febrero;2024
San José De Ocoa;1,522;3,762,350,042;Febrero;2024
Bonao;800;928,058,560;Febrero;2024
San Cristóbal;1,003;1,061,835,902;Febrero;2024
Salcedo;509;696,389,907;Febrero;2024
Cotuí;1,273;1,561,154,448;Febrero;2024
Santo Domingo;2,069; 2,838,671,871 ;Marzo;2024
El Seibo;1,762; 1,027,744,378 ;Marzo;2024
Higuey;1,260; 1,531,349,075 ;Marzo;2024
Hato Mayor;2,057; 2,145,060,570 ;Marzo;2024
Monte Plata;3,029; 4,765,864,931 ;Marzo;2024
Azua;2,033; 1,287,553,919 ;Marzo;2024
Baní;1,155; 2,087,056,135 ;Marzo;2024
Neyba;2,045; 1,059,295,759 ;Marzo;2024
Barahona;2,491; 1,646,720,324 ;Marzo;2024
San Juan De La Maguana;4,357; 3,293,695,493 ;Marzo;2024
Comendador;1,938; 838,319,432 ;Marzo;2024
Nagua;1,931; 1,586,778,479 ;Marzo;2024
Arenoso;1,153; 1,089,309,360 ;Marzo;2024
Samaná;1,051; 483,035,538 ;Marzo;2024
Río San Juan;1,725; 1,435,429,844 ;Marzo;2024
Villa Riva;1,476; 922,179,935 ;Marzo;2024
San Fco. Macorís;1,068; 1,893,391,896 ;Marzo;2024
Santiago;667; 1,893,932,587 ;Marzo;2024
Moca;801; 1,520,117,130 ;Marzo;2024
San Jose De Las Matas;751; 904,144,367 ;Marzo;2024
Constanza;1,516; 3,235,292,644 ;Marzo;2024
La Vega;1,213; 2,783,233,928 ;Marzo;2024
Santiago Rodríguez;1,681; 1,144,951,001 ;Marzo;2024
Montecristy;1,408; 1,332,612,565 ;Marzo;2024
Puerto Plata;1,883; 984,202,520 ;Marzo;2024
Valverde-Mao;995; 2,312,543,304 ;Marzo;2024
Dajabón;1,287; 975,728,760 ;Marzo;2024
San José De Ocoa;1,513; 3,743,927,711 ;Marzo;2024
Bonao;801; 858,488,404 ;Marzo;2024
San Cristóbal;976; 1,074,673,506 ;Marzo;2024
Salcedo;488; 685,903,379 ;Marzo;2024
Cotuí;1,286; 1,557,326,732 ;Marzo;2024
Santo Domingo;2,055;2,843,381,565;Abril;2024
El Seibo;1,761;1,045,010,531;Abril;2024
Higuey;1,218;1,526,506,215;Abril;2024
Hato Mayor;2,045;2,183,315,788;Abril;2024
Monte Plata;3,037;4,794,382,209;Abril;2024
Azua;2,021;1,344,665,686;Abril;2024
Baní;1,178;2,125,941,270;Abril;2024
Neyba;2,033;1,060,930,337;Abril;2024
Barahona;2,500;1,654,422,959;Abril;2024
San Juan De La Maguana;4,365;3,271,234,185;Abril;2024
Comendador;1,936;836,430,214;Abril;2024
Nagua;1,759;1,554,796,808;Abril;2024
Arenoso;983;941,462,911;Abril;2024
Samaná;1,053;478,773,051;Abril;2024
Río San Juan;1,703;1,437,001,578;Abril;2024
Villa Riva;1,326;883,065,712;Abril;2024
San Fco. Macorís;1,005;1,814,622,343;Abril;2024
Santiago;658;1,926,421,949;Abril;2024
Moca;809;1,534,946,793;Abril;2024
San Jose De Las Matas;738;899,213,812;Abril;2024
Constanza;1,558;3,324,708,988;Abril;2024
La Vega;1,096;2,792,517,773;Abril;2024
Santiago Rodríguez;1,680;1,145,122,159;Abril;2024
Montecristy;1,485;1,390,249,241;Abril;2024
Puerto Plata;1,873;983,298,201;Abril;2024
Valverde-Mao;959;2,372,043,794;Abril;2024
Dajabón;1,251;958,546,662;Abril;2024
San José De Ocoa;1,486;3,717,204,203;Abril;2024
Bonao;769;894,277,394;Abril;2024
San Cristóbal;989;1,061,219,362;Abril;2024
Salcedo;488;677,350,182;Abril;2024
Cotuí;1,258;1,560,854,746;Abril;2024
Santo Domingo;2,043;3,136,404,885;Mayo ;2024
El Seibo;1,730;1,071,738,123;Mayo;2024
Higuey;1,214;1,521,720,530;Mayo;2024
Hato Mayor;2,016;2,222,808,505;Mayo;2024
Monte Plata;3,051;4,809,298,941;Mayo;2024
Azua;2,044;1,266,312,780;Mayo;2024
Baní;1,193;2,163,137,970;Mayo;2024
Neyba;2,048;1,067,410,544;Mayo;2024
Barahona;2,558;1,698,240,040;Mayo;2024
San Juan De La Maguana;4,371;3,293,682,308;Mayo;2024
Comendador;1,944;839,419,271;Mayo;2024
Nagua;1,623;1,474,319,862;Mayo;2024
Arenoso;948;891,062,370;Mayo;2024
Samaná;1,069;490,641,635;Mayo;2024
Río San Juan;1,646;1,420,674,216;Mayo;2024
Villa Riva;1,280;858,429,605;Mayo;2024
San Fco. Macorís;975;1,796,026,979;Mayo;2024
Santiago;673;2,036,168,200;Mayo;2024
Moca;817;1,564,033,640;Mayo;2024
San Jose De Las Matas;734;894,546,624;Mayo;2024
Constanza;1,587;3,437,021,398;Mayo;2024
La Vega;1,130;3,101,980,459;Mayo;2024
Santiago Rodríguez;1,676;1,137,319,997;Mayo;2024
Montecristy;1,514;1,435,932,343;Mayo;2024
Puerto Plata;1,858;969,061,615;Mayo;2024
Valverde-Mao;958;2,430,059,671;Mayo;2024
Dajabón;1,271;952,560,340;Mayo;2024
San José De Ocoa;1,524;3,749,355,903;Mayo;2024
Bonao;739;1,029,485,254;Mayo;2024
San Cristóbal;977;1,054,878,320;Mayo;2024
Salcedo;460;740,495,550;Mayo;2024
Cotuí;1,148;1,572,539,661;Mayo;2024
Santo Domingo;2,066;3,164,284,400;Junio ;2024
El Seibo;1,675;1,067,075,809;Junio;2024
Higuey;1,210;1,530,665,365;Junio;2024
Hato Mayor;2,021;2,207,550,876;Junio;2024
Monte Plata;3,013;4,797,878,680;Junio;2024
Azua;2,015;1,288,141,916;Junio;2024
Baní;1,199;2,165,216,012;Junio;2024
Neyba;2,042;1,068,072,235;Junio;2024
Barahona;2,571;1,728,483,261;Junio;2024
San Juan De La Maguana;4,385;3,305,080,136;Junio;2024
Comendador;1,965;844,425,777;Junio;2024
Nagua;1,658;1,488,858,009;Junio;2024
Arenoso;985;915,081,410;Junio;2024
Samaná;1,075;490,071,218;Junio;2024
Río San Juan;1,667;1,422,185,251;Junio;2024
Villa Riva;1,303;851,751,565;Junio;2024
San Fco. Macorís;954;1,731,953,326;Junio;2024
Santiago;669;2,076,036,885;Junio;2024
Moca;793;1,536,370,848;Junio;2024
San Jose De Las Matas;728;889,970,882;Junio;2024
Constanza;1,561;3,448,091,437;Junio;2024
La Vega;1,152;3,071,826,372;Junio;2024
Santiago Rodríguez;1,656;1,124,693,681;Junio;2024
Montecristy;1,522;1,454,067,572;Junio;2024
Puerto Plata;1,854;973,559,209;Junio;2024
Valverde-Mao;979;2,383,190,014;Junio;2024
Dajabón;1,269;950,624,167;Junio;2024
San José De Ocoa;1,539;3,764,542,705;Junio;2024
Bonao;758;1,029,408,617;Junio;2024
San Cristóbal;959;1,031,587,269;Junio;2024
Salcedo;433;750,052,558;Junio;2024
Cotuí;1,128;1,570,116,698;Junio;2024
Santo Domingo;2,055;2,876,451,209;Julio;2024
El Seibo;1,662;1,046,396,952;Julio;2024
Higuey;1,198;1,529,256,162;Julio;2024
Hato Mayor;2,022;2,198,986,571;Julio;2024
Monte Plata;3,025;4,827,566,390;Julio;2024
Azua;1,999;1,249,386,845;Julio;2024
Baní;1,204;2,169,991,447;Julio;2024
Neyba;2,032;1,064,777,063;Julio;2024
Barahona;2,572;1,755,433,045;Julio;2024
San Juan De La Maguana;4,429;3,383,095,968;Julio;2024
Comendador;1,970;841,124,570;Julio;2024
Nagua;1,833;1,569,099,363;Julio;2024
Arenoso;988;955,829,550;Julio;2024
Samaná;1,074;490,214,365;Julio;2024
Río San Juan;1,692;1,441,781,200;Julio;2024
Villa Riva;1,323;857,812,775;Julio;2024
San Fco. Macorís;977;1,726,751,119;Julio;2024
Santiago;656;2,083,781,880;Julio;2024
Moca;789;1,543,651,457;Julio;2024
San Jose De Las Matas;718;897,938,014;Julio;2024
Constanza;1,616;3,534,428,075;Julio;2024
La Vega;1,125;2,996,713,514;Julio;2024
Santiago Rodríguez;1,641;1,108,427,658;Julio;2024
Montecristy;1,414;1,439,641,828;Julio;2024
Puerto Plata;1,819;964,404,276;Julio;2024
Valverde-Mao;1,010;2,497,642,640;Julio;2024
Dajabón;1,281;960,117,378;Julio;2024
San José De Ocoa;1,574;3,794,930,268;Julio;2024
Bonao;780;1,031,894,586;Julio;2024
San Cristóbal;914;992,488,992;Julio;2024
Salcedo;427;756,778,901;Julio;2024
Cotuí;1,204;1,618,086,932;Julio;2024
Santo Domingo;2,046;2,822,050,195;Agosto;2024
El Seibo;1,649;1,009,033,923;Agosto;2024
Higuey;1,195;1,510,445,920;Agosto;2024
Hato Mayor;2,044;2,209,373,084;Agosto;2024
Monte Plata;3,028;4,838,306,308;Agosto;2024
Azua;2,011;1,284,333,506;Agosto;2024
Baní;1,201;2,181,653,068;Agosto;2024
Neyba;2,035;1,063,996,833;Agosto;2024
Barahona;2,584;1,787,888,308;Agosto;2024
San Juan De La Maguana;4,429;3,370,963,631;Agosto;2024
Comendador;1,987;853,210,091;Agosto;2024
Nagua;1,859;1,579,412,559;Agosto;2024
Arenoso;923;949,575,918;Agosto;2024
Samaná;1,075;491,235,591;Agosto;2024
Río San Juan;1,700;1,448,343,826;Agosto;2024
