DESTINO; CANTIDAD ; VALORES ;  TAREAS; BENEFICIADOS ;MES;AÑO
Café (Producción);39;28,269,615;2,397;39;Noviembre;2023
Café (Comerc.);1;1,500,000;0;1;Noviembre;2023
Tomate;16;16,350,000;236;16;Noviembre;2023
Aji (Producción);17;19,551,500;591;17;Noviembre;2023
Guineo;22;18,850,000;1,363;22;Noviembre;2023
Papa ;58;59,400,000;1,824;58;Noviembre;2023
Cebolla ;37;22,637,920;639;37;Noviembre;2023
Coco;26;33,780,000;2,568;26;Noviembre;2023
Piña;10;7,375,000;243;10;Noviembre;2023
Habichuela (Producción);98;38,249,500;5,380;98;Noviembre;2023
Habichuela (Comerc.);0;0;0;0;Noviembre;2023
Yuca;36;13,254,896;2,311;36;Noviembre;2023
Tabaco (Producción);32;15,749,000;1,741;32;Noviembre;2023
Tabaco (Comerc.);12;45,007,366;0;12;Noviembre;2023
Ajo;3;66,557,248;0;3;Noviembre;2023
Ñame;6;2,970,000;297;6;Noviembre;2023
Yautia;15;3,850,000;384;15;Noviembre;2023
Batata;14;6,975,000;911;14;Noviembre;2023
Maíz;8;2,735,000;255;8;Noviembre;2023
Guandul ;0;0;0;0;Noviembre;2023
Invernadero;8;59,894,831;0;8;Noviembre;2023
Otros;258;481,519,387;5,729;258;Noviembre;2023
Ganado de Doble Propósito;50;48,167,000;0;50;Noviembre;2023
Ganado de Carne;77;98,791,976;0;77;Noviembre;2023
Ganado de Carne (Comerc.);7;19,350,000;0;7;Noviembre;2023
Ganado de Leche;9;9,792,113;0;9;Noviembre;2023
Ganado de Leche (Comerc.);0;0;0;0;Noviembre;2023
Porcino;0;0;0;0;Noviembre;2023
Otros ;36;27,130,060;0;36;Noviembre;2023
Pollos;84;100,991,500;0;84;Noviembre;2023
Gallina Ponedora;20;21,200,000;0;20;Noviembre;2023
Otros;4;1,650,000;0;4;Noviembre;2023
Acuicola;16;19,963,496;0;16;Noviembre;2023
Apícola;8;10,807,200;0;8;Noviembre;2023
Préstamos de Consumo;142;37,346,824;0;142;Noviembre;2023
Microempresas y Otros;250;692,499,510;0;250;Noviembre;2023
Arroz (Producción);1,456;849,673,115;130,716;1,466;Diciembre ;2023
Arroz (Comerc.);17;228,202,880;0;17;Diciembre ;2023
Cacao (Producción);67;32,673,024;5,166;67;Diciembre ;2023
Cacao (Comerc.);9;339,344,000;0;9;Diciembre ;2023
Plátano;112;91,197,962;8,243;112;Diciembre ;2023
Aguacate (Producción);48;60,314,653;3,414;48;Diciembre ;2023
Café (Producción);36;39,899,797;4,335;36;Diciembre ;2023
Café (Comerc.);0;0;0;0;Diciembre ;2023
Tomate;12;14,150,000;15,196;12;Diciembre ;2023
Aji (Producción);17;24,192,000;8,295;17;Diciembre ;2023
Guineo;20;19,720,000;1,598;20;Diciembre ;2023
Papa ;45;96,253,000;10,478;45;Diciembre ;2023
Cebolla ;24;29,400,500;788;24;Diciembre ;2023
Coco;22;11,175,000;1,093;22;Diciembre ;2023
Piña;13;11,530,000;475;13;Diciembre ;2023
Habichuela (Producción);41;15,550,400;1,859;41;Diciembre ;2023
Habichuela (Comerc.);0;0;0;0;Diciembre ;2023
Yuca;30;6,598,500;1,202;30;Diciembre ;2023
Tabaco (Producción);25;16,545,000;3,865;25;Diciembre ;2023
Tabaco (Comerc.);10;92,607,427;0;10;Diciembre ;2023
Ajo;53;180,100,000;1,251;53;Diciembre ;2023
Ñame;9;2,380,000;217;9;Diciembre ;2023
Yautia;4;2,675,000;195;4;Diciembre ;2023
Batata;8;2,273,500;386;8;Diciembre ;2023
Maíz;5;1,054,000;151;5;Diciembre ;2023
Guandul ;0;0;0;0;Diciembre ;2023
Invernadero;4;45,365,425;0;4;Diciembre ;2023
Otros;259;270,189,871;8,106;259;Diciembre ;2023
Ganado de Doble Propósito;40;56,994,500;0;40;Diciembre ;2023
Ganado de Carne;57;93,824,000;0;57;Diciembre ;2023
Ganado de Carne (Comerc.);2;1,100,000;0;2;Diciembre ;2023
Ganado de Leche;9;26,575,429;0;9;Diciembre ;2023
Ganado de Leche (Comerc.);0;0;0;0;Diciembre ;2023
Porcino;0;0;0;0;Diciembre ;2023
Otros ;29;79,632,239;0;29;Diciembre ;2023
Pollos;57;60,073,500;0;57;Diciembre ;2023
Gallina Ponedora;13;35,689,137;0;13;Diciembre ;2023
Otros;2;1,100,000;0;2;Diciembre ;2023
Acuicola;10;19,340,000;0;10;Diciembre ;2023
Apícola;5;1,670,000;0;5;Diciembre ;2023
Préstamos de Consumo;157;35,406,922;0;157;Diciembre ;2023
Microempresas y Otros;294;432,711,086;0;294;Diciembre ;2023
Arroz (Producción);818;479,529,450;74,757;819;Enero;2024
Arroz (Comerc.) 1;9;51,062,000;0;9;Enero;2024
Cacao (Producción);69;61,840,000;6,639;69;Enero;2024
Cacao (Comerc.);8;195,825,000;0;8;Enero;2024
Plátano 2;135;86,390,500;8,308;135;Enero;2024
Aguacate (Producción);102;69,789,111;5,016;102;Enero;2024
Café (Producción);43;18,503,179;2,253;43;Enero;2024
Café (Comerc.);2;3,000,000;0;2;Enero;2024
Tomate (Producción);14;11,390,000;3,206;14;Enero;2024
Ají (Producción);20;25,566,000;560;20;Enero;2024
Guineo (Producción);15;11,566,000;1,006;15;Enero;2024
Papa 2;40;45,468,906;1,762;40;Enero;2024
Cebolla 2;25;25,286,000;792;25;Enero;2024
Coco 2;14;12,300,000;1,345;14;Enero;2024
Piña (Producción);7;10,300,000;469;7;Enero;2024
Habichuela (Producción);9;4,794,700;810;9;Enero;2024
Habichuela (Comerc.);0;0;0;0;Enero;2024
Yuca (Producción);31;9,021,112;1,639;31;Enero;2024
Tabaco (Producción);23;14,112,000;1,150;23;Enero;2024
Tabaco (Comerc.) 1;8;112,100,555;0;8;Enero;2024
Ajo (Producción);166;402,960,000;4,015;166;Enero;2024
Ajo (Comerc.);1;52,792,900;0;1;Enero;2024
Ñame (Producción);13;4,449,000;430;13;Enero;2024
Yautía (Producción);12;3,230,000;349;12;Enero;2024
Batata (Producción);12;2,940,000;521;12;Enero;2024
Limón (Producción);26;15,800,000;1,554;26;Enero;2024
Guandul (Producción);0;0;0;0;Enero;2024
Maíz (Producción);5;2,190,000;583;5;Enero;2024
Invernadero;1;2,692,961;0;1;Enero;2024
Otros;249;296,558,939;3,679;251;Enero;2024
Ganado de Doble Propósito;41;74,410,000;0;41;Enero;2024
Ganado de Carne;60;75,454,846;0;60;Enero;2024
Ganado de Carne (Comerc.);2;500,000;0;2;Enero;2024
Ganado de Leche;13;22,650,000;0;13;Enero;2024
Ganado de Leche (Comerc.) 1;2;16,054,400;0;2;Enero;2024
Porcino;0;0;0;0;Enero;2024
Porcino (Comerc.);0;0;0;0;Enero;2024
Otros ;27;22,547,642;0;28;Enero;2024
Pollos;67;72,680,000;0;67;Enero;2024
Gallina Ponedora;11;18,300,000;0;11;Enero;2024
Gallina Reproductora;1;600,000;0;1;Enero;2024
Avícola (Comerc.);0;0;0;0;Enero;2024
Otros;3;16,400,000;0;3;Enero;2024
Acuícola;7;5,450,000;0;7;Enero;2024
Apícola;4;870,000;0;4;Enero;2024
Préstamos de Consumo;111;25,046,342;0;111;Enero;2024
Microempresas y Otros;180;227,790,494;0;180;Enero;2024
Arroz (Producción);260;205,675,943;34,966;261;Febrero;2024
Arroz (Comerc.) 1;6;46,620,000;0;6;Febrero;2024
Cacao (Producción);60;27,490,000;5,086;60;Febrero;2024
Cacao (Comerc.);10;118,960,000;0;10;Febrero;2024
Plátano (Producción);121;106,932,000;10,560;121;Febrero;2024
Aguacate (Producción);64;39,782,000;5,365;64;Febrero;2024
Café (Producción);64;50,074,383;4,480;64;Febrero;2024
Café (Comerc.);2;2,800,000;0;2;Febrero;2024
Tomate (Producción);15;17,370,000;296;15;Febrero;2024
Ají (Producción);19;24,575,000;520;19;Febrero;2024
Guineo (Producción);9;10,240,000;951;9;Febrero;2024
Papa (Producción);30;33,966,000;1,422;30;Febrero;2024
Cebolla 2;4;9,031,200;212;4;Febrero;2024
Coco (Producción);18;10,274,000;1,001;18;Febrero;2024
Piña (Producción);9;16,330,000;602;9;Febrero;2024
Habichuela (Producción);0;0;0;0;Febrero;2024
Habichuela (Comerc.);0;0;0;0;Febrero;2024
Yuca (Producción);29;7,003,000;1,372;29;Febrero;2024
Tabaco (Producción);12;10,960,000;803;12;Febrero;2024
Tabaco (Comerc.) 1;12;121,243,368;0;12;Febrero;2024
Ajo (Producción);121;288,900,000;2,702;121;Febrero;2024
Ajo (Comerc.);0;0;0;0;Febrero;2024
Ñame (Producción);12;3,908,000;350;12;Febrero;2024
Yautía (Producción);9;3,050,000;362;9;Febrero;2024
Batata (Producción);7;2,495,000;460;7;Febrero;2024
Limón (Producción);33;16,238,908;1,334;33;Febrero;2024
Guandul (Producción);0;0;0;0;Febrero;2024
Maíz (Producción);15;2,834,000;994;15;Febrero;2024
Invernadero;6;134,847,098;0;6;Febrero;2024
Otros;206;358,747,931;2,423;206;Febrero;2024
Ganado de Doble Propósito;49;55,456,775;0;49;Febrero;2024
Ganado de Carne;60;74,435,654;0;60;Febrero;2024
Ganado de Carne (Comerc.);2;525,000;0;2;Febrero;2024
Ganado de Leche;16;18,489,000;0;16;Febrero;2024
Ganado de Leche (Comerc.) 1;2;32,568,398;0;2;Febrero;2024
Porcino;1;500,000;0;1;Febrero;2024
Porcino (Comerc.);0;0;0;0;Febrero;2024
Otros ;44;50,510,000;0;44;Febrero;2024
Pollos;67;69,254,000;0;67;Febrero;2024
Gallina Ponedora;17;33,280,000;0;17;Febrero;2024
Gallina Reproductora;0;0;0;0;Febrero;2024
Avícola (Comerc.);0;0;0;0;Febrero;2024
Otros;0;0;0;0;Febrero;2024
Acuícola;13;17,450,000;0;13;Febrero;2024
Apícola;3;1,150,000;0;3;Febrero;2024
Préstamos de Consumo;227;53,149,027;0;227;Febrero;2024
Microempresas y Otros;278;364,131,802;0;278;Febrero;2024
Arroz (Producción);132;92,589,675;17,540;132;Marzo;2024
Arroz (Comerc.) 1;21;356,112,000;0;21;Marzo;2024
Cacao (Producción);50;44,283,713;6,448;50;Marzo;2024
Cacao (Comerc.);10;52,850,000;0;10;Marzo;2024
Plátano 2;82;67,571,000;7,626;82;Marzo;2024
Aguacate (Producción);83;42,850,570;3,794;83;Marzo;2024
Café (Producción);35;19,507,842;1,825;35;Marzo;2024
Café (Comerc.);1;1,500,000;0;1;Marzo;2024
Tomate (Producción);19;30,385,380;473;19;Marzo;2024
Ají (Producción);12;14,105,000;273;12;Marzo;2024
Guineo (Producción);10;14,968,000;993;10;Marzo;2024
Papa (Producción);37;43,279,000;1,359;37;Marzo;2024
Cebolla 2;4;3,900,000;131;4;Marzo;2024
Coco 2;19;21,000,000;1,646;19;Marzo;2024
Piña (Producción);13;9,162,500;380;13;Marzo;2024
Habichuela (Producción);1;150,000;18;1;Marzo;2024
Habichuela (Comerc.);0;0;0;0;Marzo;2024
Yuca (Producción);26;11,799,000;1,708;26;Marzo;2024
Tabaco (Producción);5;2,575,000;295;5;Marzo;2024
Tabaco (Comerc.) 1;13;85,481,126;0;13;Marzo;2024
Ajo (Producción);58;133,249,000;1,297;58;Marzo;2024
Ajo (Comerc.);0;0;0;0;Marzo;2024
Ñame (Producción);10;3,085,000;264;10;Marzo;2024
Yautía (Producción);9;2,742,000;249;9;Marzo;2024
Batata (Producción);13;7,120,000;1,496;13;Marzo;2024
Limón (Producción);17;8,947,563;571;17;Marzo;2024
Guandul (Producción);6;714,000;194;6;Marzo;2024
Maíz (Producción);27;6,017,500;1,636;27;Marzo;2024
Invernadero;11;191,618,437;0;11;Marzo;2024
Otros;135;125,817,880;2,137;136;Marzo;2024
Ganado de Doble Propósito;44;65,933,000;0;44;Marzo;2024
Ganado de Carne;63;62,734,907;0;63;Marzo;2024
Ganado de Carne (Comerc.);1;650,000;0;1;Marzo;2024
Ganado de Leche;15;20,373,600;0;15;Marzo;2024
Ganado de Leche (Comerc.) 1;1;36,788,188;0;1;Marzo;2024
Porcino;0;0;0;0;Marzo;2024
Porcino (Comerc.);0;0;0;0;Marzo;2024
Otros ;32;22,254,419;0;32;Marzo;2024
Pollos;55;65,931,000;0;55;Marzo;2024
Gallina Ponedora;12;30,700,000;0;12;Marzo;2024
Gallina Reproductora;1;1,500,000;0;1;Marzo;2024
Avícola (Comerc.);0;0;0;0;Marzo;2024
Otros;0;0;0;0;Marzo;2024
Acuícola;10;14,900,000;0;10;Marzo;2024
Apícola;1;250,000;0;1;Marzo;2024
Préstamos de Consumo;204;54,965,917;0;204;Marzo;2024
Microempresas y Otros;246;407,837,991;0;245;Marzo;2024
Arroz (Producción);472;228,344,310;40,618;472;Abril;2024
Arroz (Comerc.) 1;31;311,018,000;0;31;Abril;2024
Cacao (Producción);51;30,668,600;5,309;51;Abril;2024
Cacao (Comerc.);6;6,450,000;0;6;Abril;2024
Plátano 2;105;66,472,200;7,293;105;Abril;2024
Aguacate (Producción);106;65,786,005;5,330;106;Abril;2024
Café (Producción);35;24,643,981;2,485;35;Abril;2024
Café (Comerc.);1;1,200,000;0;1;Abril;2024
Tomate (Producción);15;15,585,000;255;15;Abril;2024
Ají (Producción);27;51,035,000;1,060;27;Abril;2024
Guineo (Producción);7;4,617,000;342;7;Abril;2024
Papa (Producción);61;55,909,000;1,973;61;Abril;2024
Cebolla 2;4;7,200,000;108;4;Abril;2024
Coco 2;18;29,420,000;1,816;18;Abril;2024
Piña (Producción);10;7,955,000;340;10;Abril;2024
Habichuela (Producción);2;600,000;90;2;Abril;2024
Habichuela (Comerc.);0;0;0;0;Abril;2024
Yuca (Producción);16;6,558,000;1,196;16;Abril;2024
Tabaco (Producción);14;11,665,902;614;14;Abril;2024
Tabaco (Comerc.);18;148,975,931;0;18;Abril;2024
Ajo (Producción);38;91,650,000;880;38;Abril;2024
Ajo (Comerc.);0;0;0;0;Abril;2024
Ñame (Producción);10;2,320,000;207;10;Abril;2024
Yautía (Producción);15;5,625,000;636;15;Abril;2024
Batata (Producción);7;2,044,000;279;7;Abril;2024
Limón (Producción);30;12,357,023;952;30;Abril;2024
Guandul (Producción);2;750,000;260;2;Abril;2024
Maíz (Producción);13;3,333,000;994;13;Abril;2024
Invernadero;5;55,962,469;0;5;Abril;2024
Otros;182;815,064,605;2,349;182;Abril;2024
Ganado de Doble Propósito;45;53,705,000;0;45;Abril;2024
Ganado de Carne;62;94,354,825;0;62;Abril;2024
Ganado de Carne (Comerc.);4;5,600,000;0;4;Abril;2024
Ganado de Leche;12;12,430,000;0;12;Abril;2024
Ganado de Leche (Comerc.)1;1;29,079,837;0;1;Abril;2024
Porcino;0;0;0;0;Abril;2024
Porcino (Comerc.);0;0;0;0;Abril;2024
Otros ;36;57,798,944;0;36;Abril;2024
Pollos;60;53,889,000;0;60;Abril;2024
Gallina Ponedora;17;37,550,000;0;17;Abril;2024
Gallina Reproductora;1;1,500,000;0;1;Abril;2024
Avícola (Comerc.);1;600,000;0;1;Abril;2024
Otros;2;680,000;0;2;Abril;2024
Acuícola;4;3,300,000;0;4;Abril;2024
Apícola;1;200,000;0;1;Abril;2024
Préstamos de Consumo;170;39,978,621;0;170;Abril;2024
Microempresas y Otros;265;510,027,373;0;265;Abril;2024
Arroz (Producción);742;430,407,580;74,001;743;Mayo;2024
Arroz (Comerc.) 1;53;686,434,800;0;53;Mayo;2024
Cacao (Producción);64;56,642,000;10,888;64;Mayo;2024
Cacao (Comerc.);8;174,400,000;0;8;Mayo;2024
Plátano 2;127;92,319,500;9,005;127;Mayo;2024
Aguacate (Producción);76;66,479,670;4,110;76;Mayo;2024
Café (Producción);41;22,517,145;2,594;41;Mayo;2024
Café (Comerc.);1;650,000;0;1;Mayo;2024
Tomate (Producción);23;34,721,407;574;23;Mayo;2024
Ají (Producción);17;16,830,000;346;17;Mayo;2024
Guineo (Producción);11;6,287,000;472;11;Mayo;2024
Papa (Producción);47;60,932,000;2,198;47;Mayo;2024
Cebolla 2;7;4,200,000;153;7;Mayo;2024
Coco (Producción);23;30,550,000;2,783;23;Mayo;2024
Piña (Producción);11;13,025,000;608;11;Mayo;2024
Habichuela (Producción);0;0;0;0;Mayo;2024
Habichuela (Comerc.);1;15,988,000;0;1;Mayo;2024
Yuca (Producción);28;6,065,000;1,112;28;Mayo;2024
Tabaco (Producción);3;2,055,000;140;3;Mayo;2024
Tabaco (Comerc.) 1;32;206,461,946;0;32;Mayo;2024
Ajo (Producción);12;27,750,000;239;12;Mayo;2024
Ajo (Comerc.);0;0;0;0;Mayo;2024
Ñame (Producción);13;4,245,000;465;13;Mayo;2024
Yautía (Producción);14;6,975,000;772;14;Mayo;2024
Batata (Producción);7;2,255,000;352;7;Mayo;2024
Limón (Producción);21;12,838,108;933;21;Mayo;2024
Guandul (Producción);3;645,000;165;3;Mayo;2024
Maíz (Producción);9;3,690,000;885;9;Mayo;2024
Invernadero;6;44,618,956;0;6;Mayo;2024
Otros;180;498,953,355;3,418;180;Mayo;2024
Ganado de Doble Propósito;33;69,767,000;0;33;Mayo;2024
Ganado de Carne;58;229,455,500;0;58;Mayo;2024
Ganado de Carne (Comerc.);3;1,375,000;0;3;Mayo;2024
Ganado de Leche;16;19,839,500;0;16;Mayo;2024
Ganado de Leche (Comerc.);1;620,000;0;1;Mayo;2024
Porcino;0;0;0;0;Mayo;2024
Porcino (Comerc.);0;0;0;0;Mayo;2024
Otros ;28;30,073,000;0;28;Mayo;2024
Pollos;45;55,977,500;0;45;Mayo;2024
Gallina Ponedora;14;26,662,830;0;14;Mayo;2024
Gallina Reproductora;0;0;0;0;Mayo;2024
Avícola (Comerc.)1;4;346,000,000;0;4;Mayo;2024
Otros;2;1,200,000;0;2;Mayo;2024
Acuícola;9;8,100,000;0;9;Mayo;2024
Apícola;2;650,000;0;2;Mayo;2024
Préstamos de Consumo;189;48,087,826;0;189;Mayo;2024
Microempresas y Otros;252;479,522,496;0;252;Mayo;2024
Arroz (Producción);718;447,522,391;70,130;718;Junio;2024
Arroz (Comerc.) 1;19;149,436,800;0;19;Junio;2024
Cacao (Producción);43;25,367,000;4,256;43;Junio;2024
Cacao (Comerc.);12;160,200,000;0;12;Junio;2024
Plátano (Producción);80;47,279,500;4,905;80;Junio;2024
Aguacate (Producción);64;39,972,539;3,126;64;Junio;2024
Café (Producción);22;12,278,700;1,507;22;Junio;2024
Café (Comerc.);1;2,500,000;0;1;Junio;2024
Tomate (Producción);12;8,700,000;5,058;12;Junio;2024
Ají (Producción);8;22,420,000;4,945;8;Junio;2024
Guineo (Producción);8;10,614,264;657;8;Junio;2024
Papa 2;17;19,285,000;517;17;Junio;2024
Cebolla;0;0;0;0;Junio;2024
Coco 2;17;22,945,000;1,343;17;Junio;2024
Piña (Producción);10;5,500,000;258;10;Junio;2024
Habichuela (Producción);0;0;0;0;Junio;2024
Habichuela (Comerc.);0;0;0;0;Junio;2024
Yuca (Producción);18;4,733,000;875;18;Junio;2024
Tabaco (Producción);0;0;0;0;Junio;2024
Tabaco (Comerc.) 1;12;99,305,052;0;12;Junio;2024
Ajo (Producción);3;4,100,000;38;3;Junio;2024
Ajo (Comerc.);0;0;0;0;Junio;2024
Ñame (Producción);1;220,000;14;1;Junio;2024
Yautía (Producción);5;1,500,000;115;5;Junio;2024
Batata (Producción);2;400,000;93;2;Junio;2024
Limón (Producción);8;2,279,048;220;8;Junio;2024
Guandul (Producción);1;1,000,000;150;1;Junio;2024
Maíz (Producción);7;2,155,000;611;7;Junio;2024
Invernadero;1;24,510,435;0;1;Junio;2024
Otros;71;130,894,074;19,204;71;Junio;2024
Ganado de Doble Propósito;36;44,508,085;0;36;Junio;2024
Ganado de Carne;37;40,558,000;0;37;Junio;2024
Ganado de Carne (Comerc.);2;1,600,000;0;2;Junio;2024
Ganado de Leche;14;13,277,800;0;14;Junio;2024
Ganado de Leche (Comerc.)1;1;11,069,911;0;1;Junio;2024
Porcino;0;0;0;0;Junio;2024
Porcino (Comerc.);0;0;0;0;Junio;2024
Otros ;14;14,960,800;0;14;Junio;2024
Pollos;62;55,452,800;0;62;Junio;2024
Gallina Ponedora;6;27,500,000;0;6;Junio;2024
Gallina Reproductora;1;30,000,000;0;1;Junio;2024
Avícola (Comerc.);0;0;0;0;Junio;2024
Otros;0;0;0;0;Junio;2024
Acuícola;6;13,600,000;0;6;Junio;2024
Apícola;3;815,000;0;3;Junio;2024
Préstamos de Consumo;171;37,360,908;0;171;Junio;2024
Microempresas y Otros;256;531,067,441;0;256;Junio;2024
Arroz (Producción);883;565,481,331;85,153;883;Julio;2024
Arroz (Comerc.) 1;19;230,333,800;0;19;Julio;2024
Cacao (Producción);124;76,299,210;13,899;124;Julio;2024
Cacao (Comerc.);5;81,085,000;0;5;Julio;2024
Plátano (Producción);88;89,372,000;9,474;88;Julio;2024
Aguacate (Producción);100;141,495,732;5,275;100;Julio;2024
Café (Producción);17;11,236,599;892;17;Julio;2024
Café (Comerc.);0;0;0;0;Julio;2024
Tomate (Producción);24;24,525,000;6,174;24;Julio;2024
Ají (Producción);20;22,100,000;18,693;20;Julio;2024
Guineo (Producción);4;3,948,000;268;4;Julio;2024
Papa (Producción);70;69,545,000;2,531;70;Julio;2024
Cebolla 2;2;5,700,000;35;2;Julio;2024
Coco (Producción);15;13,662,500;1,015;15;Julio;2024
Piña (Producción);14;21,740,000;947;14;Julio;2024
Habichuela (Producción);1;400,000;65;1;Julio;2024
Habichuela (Comerc.) 1;2;26,448,000;0;2;Julio;2024
Yuca (Producción);23;6,995,000;1,155;23;Julio;2024
Tabaco (Producción);0;0;0;0;Julio;2024
Tabaco (Comerc.) 1;16;129,547,992;0;16;Julio;2024
Ajo (Producción);6;18,140,000;145;6;Julio;2024
Ajo (Comerc.);1;20,000,000;0;1;Julio;2024
Ñame (Producción);2;260,000;19;2;Julio;2024
Yautía (Producción);7;2,900,000;293;7;Julio;2024
Batata (Producción);3;1,268,000;215;3;Julio;2024
Limón (Producción);20;8,226,299;687;20;Julio;2024
Guandul (Producción);1;200,000;50;1;Julio;2024
Maíz (Producción);7;1,340,000;669;7;Julio;2024
Invernadero;2;40,851,618;0;2;Julio;2024
Otros;139;179,503,338;15,468;139;Julio;2024
Ganado de Doble Propósito;63;90,951,061;0;63;Julio;2024
Ganado de Carne;66;70,415,000;0;66;Julio;2024
Ganado de Carne (Comerc.);2;10,250,000;0;2;Julio;2024
Ganado de Leche;11;14,227,654;0;11;Julio;2024
Ganado de Leche (Comerc.) 1;2;46,965,888;0;2;Julio;2024
Porcino;0;0;0;0;Julio;2024
Porcino (Comerc.);0;0;0;0;Julio;2024
Otros ;12;7,897,000;0;12;Julio;2024
Pollos;69;63,127,000;0;69;Julio;2024
Gallina Ponedora;24;42,170,221;0;24;Julio;2024
Gallina Reproductora;1;1,500,000;0;1;Julio;2024
Avícola (Comerc.);2;2,125,000;0;2;Julio;2024
Otros;1;1,200,000;0;1;Julio;2024
Acuícola;11;6,495,000;0;11;Julio;2024
Apícola;6;3,058,994;0;6;Julio;2024
Préstamos de Consumo;206;48,106,897;0;206;Julio;2024
Microempresas y Otros;184;155,990,008;0;184;Julio;2024
Arroz (Producción);173;157,998,000;25,944;173;Agosto;2024
Arroz (Comerc.) 1;27;241,777,800;0;27;Agosto;2024
Cacao (Producción);113;78,489,614;14,401;113;Agosto;2024
Cacao (Comerc.);2;550,000;0;2;Agosto;2024
Plátano 2;74;64,977,000;5,597;74;Agosto;2024
Aguacate (Producción);91;55,004,485;4,119;91;Agosto;2024
Café (Producción);33;16,332,705;1,884;33;Agosto;2024
Café (Comerc.);0;0;0;0;Agosto;2024
Tomate (Producción);7;8,990,000;10,189;7;Agosto;2024
Ají (Producción);15;12,744,000;7,952;15;Agosto;2024
Guineo (Producción);5;7,563,000;503;5;Agosto;2024
Papa (Producción);23;75,965,000;2,540;23;Agosto;2024
Cebolla 2;9;26,810,000;232;9;Agosto;2024
Coco (Producción);21;26,120,000;2,400;21;Agosto;2024
Piña (Producción);10;26,274,900;1,122;10;Agosto;2024
Habichuela (Producción);0;0;0;0;Agosto;2024
Habichuela (Comerc.);0;0;0;0;Agosto;2024
Yuca (Producción);21;4,186,000;730;21;Agosto;2024
Tabaco (Producción);1;1,500,000;250;1;Agosto;2024
Tabaco (Comerc.) 1;16;124,090,796;0;16;Agosto;2024
Ajo (Producción);1;500,500;5;1;Agosto;2024
Ajo (Comerc.);0;0;0;0;Agosto;2024
Ñame (Producción);5;1,505,000;125;5;Agosto;2024
Yautía (Producción);15;3,737,000;418;15;Agosto;2024
Batata (Producción);6;1,560,000;263;6;Agosto;2024
Limón (Producción);21;16,604,715;1,212;21;Agosto;2024
Guandul (Producción);3;485,000;115;3;Agosto;2024
Maíz (Producción);10;1,763,500;383;10;Agosto;2024
Invernadero;0;0;0;0;Agosto;2024
Otros;109;247,659,369;3,765;109;Agosto;2024
Ganado de Doble Propósito;57;71,439,250;0;57;Agosto;2024
Ganado de Carne;62;59,422,988;0;62;Agosto;2024
Ganado de Carne (Comerc.);5;1,800,000;0;5;Agosto;2024
Ganado de Leche;17;20,932,375;0;17;Agosto;2024
Ganado de Leche (Comerc.)1;4;59,879,468;0;4;Agosto;2024
Porcino;0;0;0;0;Agosto;2024
Porcino (Comerc.);0;0;0;0;Agosto;2024
Otros ;25;19,794,519;0;25;Agosto;2024
Pollos;44;69,694,000;0;44;Agosto;2024
Gallina Ponedora;14;28,000,000;0;14;Agosto;2024
Gallina Reproductora;0;0;0;0;Agosto;2024
Avícola (Comerc.);0;0;0;0;Agosto;2024
Otros;0;0;0;0;Agosto;2024
Acuícola;2;1,100,000;0;2;Agosto;2024
Apícola;3;1,469,849;0;3;Agosto;2024
Préstamos de Consumo;190;48,390,426;0;190;Agosto;2024
Microempresas y Otros;65;54,099,014;0;65;Agosto;2024
Arroz (Producción);33;36,070,000;6,585;33;Septiembre;2024
Arroz (Comerc.) 1;12;200,900,000;0;12;Septiembre;2024
Cacao (Producción);86;35,447,900;8,296;86;Septiembre;2024
Cacao (Comerc.);8;12,300,000;0;8;Septiembre;2024
Plátano 2;52;34,387,500;3,605;52;Septiembre;2024
Aguacate (Producción);76;38,838,750;3,183;76;Septiembre;2024
Café (Producción);19;7,864,766;789;19;Septiembre;2024
Café (Comerc.);1;5,000,000;0;1;Septiembre;2024
Tomate (Producción);14;7,190,000;295;14;Septiembre;2024
Ají (Producción);16;14,259,000;16,722;16;Septiembre;2024
Guineo (Producción);3;5,800,000;445;3;Septiembre;2024
Papa (Producción);31;42,411,000;1,478;31;Septiembre;2024
Cebolla (Producción);11;5,270,000;274;11;Septiembre;2024
Coco (Producción);14;12,480,000;1,837;14;Septiembre;2024
Piña (Producción);12;8,920,000;369;12;Septiembre;2024
Habichuela (Producción);1;600,000;41;1;Septiembre;2024
Habichuela (Comerc.);0;0;0;0;Septiembre;2024
Yuca (Producción);22;11,121,500;1,718;22;Septiembre;2024
Tabaco (Producción);1;460,000;20;1;Septiembre;2024
Tabaco (Comerc.)1;8;96,023,584;0;8;Septiembre;2024
Ajo (Producción);1;3,500,000;35;1;Septiembre;2024
Ajo (Comerc.);0;0;0;0;Septiembre;2024
Ñame (Producción);1;200,000;14;1;Septiembre;2024
Yautía (Producción);11;3,340,000;330;11;Septiembre;2024
Batata (Producción);7;1,363,000;260;7;Septiembre;2024
Limón (Producción);12;11,029,029;721;12;Septiembre;2024
Guandul (Producción);1;105,000;35;1;Septiembre;2024
Maíz (Producción);4;552,000;150;4;Septiembre;2024
Invernadero;0;0;0;0;Septiembre;2024
Otros;118;127,668,881;15,768;118;Septiembre;2024
Ganado de Doble Propósito;45;51,691,516;0;45;Septiembre;2024
Ganado de Carne;51;50,798,205;0;51;Septiembre;2024
Ganado de Carne (Comerc.);5;8,300,000;0;5;Septiembre;2024
